condition,dataset,n_runs_ok,nmi_mean,nmi_std,ari_mean,ari_std,seconds_mean,base_nmi,base_ari,delta_nmi_vs_baseline,delta_ari_vs_baseline
B14_PATHA_only_v1,cora,3,0.4162329237109426,0.018479364124157828,0.3322825887548924,0.03347667003958746,10.256637811660767,0.4152763670626299,0.32083396200598985,0.0009565566483127341,0.011448626748902568
B14_PATHA_only_v1,photo,3,0.0485943812498682,0.039665622340243706,0.021097583062634245,0.01854604994471318,22.96088671684265,0.08195913682992259,0.03173908454856917,-0.03336475558005439,-0.010641501485934925
B14_PATHA_only_v1,pubmed,3,0.2300460537826486,0.024447879296031785,0.1838443210106707,0.02294359789821031,75.2019898891449,0.2166418688465334,0.16977992219436222,0.013404184936115227,0.014064398816308471
B15_ECHF_main,citeseer,3,0.28998810551629867,0.06254321855969042,0.2960623310006104,0.051504954347274035,12.929882208506266,0.10931728305016764,0.11083612993533558,0.18067082246613103,0.18522620106527482
B15_ECHF_main,computers,3,0.004088423347015813,0.001910795684955186,0.0004671038140876361,0.0014418240150388135,51.184438149134316,0.0046903122774387095,0.0011135174927881547,-0.0006018889304228968,-0.0006464136787005187
B15_ECHF_main,cora,3,0.4325960366342792,0.06039780001528466,0.3428263268304461,0.060089534610423545,11.961586713790894,0.4152763670626299,0.32083396200598985,0.01731966957164932,0.021992364824456268
B15_ECHF_main,photo,3,0.12953007875322065,0.15529219890504908,0.08707752512126081,0.1265749254422827,25.29104010264079,0.08195913682992259,0.03173908454856917,0.047570941923298055,0.05533844057269164
B15_ECHF_main,pubmed,3,0.22233454866356037,0.027316430306654402,0.1744881028474998,0.037885254902787054,78.68401988347371,0.2166418688465334,0.16977992219436222,0.00569267981702698,0.004708180653137578
B16_PATHA_PATHB_v12_hier,citeseer,3,0.26890153805701894,0.07468239693786007,0.26423258421150025,0.06171888828834189,13.029072364171347,0.10931728305016764,0.11083612993533558,0.1595842550068513,0.15339645427616466
B16_PATHA_PATHB_v12_hier,computers,3,0.002874386616752725,0.0006430808064983052,6.719546048851364e-05,0.0018088237873983841,51.69715976715088,0.0046903122774387095,0.0011135174927881547,-0.0018159256606859846,-0.0010463220322996412
B16_PATHA_PATHB_v12_hier,cora,3,0.43442732899296715,0.030033062646866997,0.33785164990178934,0.03476275487998326,12.225568691889444,0.4152763670626299,0.32083396200598985,0.019150961930337274,0.017017687895799494
B16_PATHA_PATHB_v12_hier,photo,3,0.04506883296854861,0.0670143057207935,0.016922285498058336,0.02634889697081213,25.18109655380249,0.08195913682992259,0.03173908454856917,-0.03689030386137398,-0.014816799050510834
B16_PATHA_PATHB_v12_hier,pubmed,3,0.2350270068457868,0.023853323828831027,0.18744329029947315,0.023533312520725352,77.21143364906311,0.2166418688465334,0.16977992219436222,0.018385137999253426,0.017663368105110933
B17_PATHA_on_V5,citeseer,3,0.29509995115251236,0.04309837958805313,0.2749467424679177,0.052725976774218676,11.773318688074747,0.10931728305016764,0.11083612993533558,0.18578266810234473,0.16411061253258213
B17_PATHA_on_V5,computers,3,0.0017410896190215757,0.00020513583894348817,8.353254535628215e-05,0.0001399841630793014,49.4010481039683,0.0046903122774387095,0.0011135174927881547,-0.002949222658417134,-0.0010299849474318726
B17_PATHA_on_V5,cora,3,0.43798520676545066,0.04112138522418056,0.3460961549592338,0.0405920111258903,10.659600416819254,0.4152763670626299,0.32083396200598985,0.022708839702820782,0.025262192953243945
B17_PATHA_on_V5,photo,3,0.09263910478595727,0.07868960422922035,0.0342179271106841,0.03045726048915786,23.39574925104777,0.08195913682992259,0.03173908454856917,0.01067996795603468,0.002478842562114933
B17_PATHA_on_V5,pubmed,3,0.2406923555964354,0.015724564714757906,0.19245361536001362,0.016470460823782666,74.3707685470581,0.2166418688465334,0.16977992219436222,0.02405048674990201,0.022673693165651404
B5_V5_mid_no_adapt,citeseer,3,0.2932041919711997,0.0317467838902718,0.27302517536386156,0.04239712515207739,12.002278566360474,0.10931728305016764,0.11083612993533558,0.18388690892103204,0.16218904542852597
B5_V5_mid_no_adapt,computers,3,0.001721660411745025,0.0002618581008111309,5.839939761332192e-05,0.00016149404955955328,48.47344390551249,0.0046903122774387095,0.0011135174927881547,-0.0029686518656936844,-0.001055118095174833
B5_V5_mid_no_adapt,cora,3,0.4496297197274512,0.029840692098011247,0.3617696891726246,0.04284694312760327,10.593589623769125,0.4152763670626299,0.32083396200598985,0.03435335266482131,0.04093572716663474
B5_V5_mid_no_adapt,photo,3,0.19317899028154562,0.17369528395106326,0.12220984937125993,0.13209211425804743,23.25995620091756,0.08195913682992259,0.03173908454856917,0.11121985345162302,0.09047076482269076
B5_V5_mid_no_adapt,pubmed,3,0.22269698801608753,0.021044967009668902,0.1714196510173773,0.02814646708277301,75.65500744183858,0.2166418688465334,0.16977992219436222,0.006055119169554146,0.0016397288230150797
